1_SmallDateTime,2_date,3_Time,4_DateTimeOffset,5_DateTime2,6_DateTime
2/17/2001 16:01,6/30/1965,01:03,1959-08-11 00:48:34.2302616 +00:00,2/17/2001 16:01,2/17/2001 16:01
9/23/1986 6:28,12/21/1978,01:01:03,1986-04-04 15:45:49.7116458 +00:00,9/23/1986 6:28,9/23/1986 6:28
11/26/1984 13:25,7/20/1964,01:01:01.1,1984-12-10 21:01:46.2004650 +00:00,11/26/1984 13:25,11/26/1984 13:25
6/18/1983 4:12,11/28/1960,01:01:01.11,1981-11-27 21:14:06.9287348 +00:00,6/18/1983 4:12,6/18/1983 4:12
1/11/1985 18:23,1/31/1968,01:01:01.111,2005-09-18 18:45:33.7001906 +00:00,1/11/1985 18:23,1/11/1985 18:23
3/7/1996 7:21,8/1/2003,01:01:01.1111,2006-05-28 13:38:17.7515778 +00:00,3/7/1996 7:21,3/7/1996 7:21
5/30/2000 7:55,12/30/2001,01:01:01.11111,2006-07-26 08:00:15.6640740 +00:00,5/30/2000 7:55,5/30/2000 7:55
3/23/2003 12:04,10/17/1961,01:01:01.111111,1954-03-04 20:00:50.5554355 +00:00,3/23/2003 12:04,3/23/2003 12:04
5/27/1986 14:58,6/7/1989,01:01:01.1111111,1989-11-02 12:17:22.6141200 +00:00,5/27/1986 14:58,5/27/1986 14:58
3/21/1991 10:41,3/2/1989,01:03,1959-03-10 12:54:25.0485359 +00:00,3/21/1991 10:41,3/21/1991 10:41
3/31/1981 22:59,1/28/1987,01:01:03,1981-01-28 21:11:46.0468194 +00:00,3/31/1981 22:59,3/31/1981 22:59
11/3/1987 11:48,10/18/1954,01:01:01.1,1968-01-13 10:33:42.6383997 +00:00,11/3/1987 11:48,11/3/1987 11:48
7/26/1993 5:38,8/19/2007,01:01:01.11,1994-09-04 06:29:50.7577892 +00:00,7/26/1993 5:38,7/26/1993 5:38
12/28/1989 20:41,4/13/2002,01:01:01.111,1954-06-21 21:31:57.0399699 +00:00,12/28/1989 20:41,12/28/1989 20:41
1/2/1997 20:14,6/7/1961,01:01:01.1111,1981-01-06 14:29:22.0225464 +00:00,1/2/1997 20:14,1/2/1997 20:14
8/24/1991 22:11,6/13/1981,01:01:01.11111,1985-09-08 01:11:00.7783398 +00:00,8/24/1991 22:11,8/24/1991 22:11
3/28/2002 4:31,5/29/2004,01:01:01.111111,1979-08-10 04:15:44.3288085 +00:00,3/28/2002 4:31,3/28/2002 4:31
5/25/1985 13:44,2/28/1995,01:01:01.1111111,1963-06-15 11:57:34.7053746 +00:00,5/25/1985 13:44,5/25/1985 13:44
11/11/1982 4:17,1/31/1996,01:04,1980-08-01 22:38:37.8705745 +00:00,11/11/1982 4:17,11/11/1982 4:17
10/11/1983 15:07,2/20/1986,01:01:04,1969-02-02 14:52:14.2998754 +00:00,10/11/1983 15:07,10/11/1983 15:07
9/13/1994 13:51,3/28/2007,01:01:01.1,1983-03-26 05:52:02.6928422 +00:00,9/13/1994 13:51,9/13/1994 13:51
,9/30/1960,01:01:01.11,2002-12-29 13:08:54.3765910 +00:00,,
2/27/2001 10:50,11/18/1974,01:01:01.111,2002-02-28 13:18:23.1649364 +00:00,2/27/2001 10:50,2/27/2001 10:50
7/1/1990 13:57,10/14/1982,01:01:01.1111,1996-04-27 07:16:14.3018556 +00:00,7/1/1990 13:57,7/1/1990 13:57
3/3/2000 9:38,8/14/1995,01:01:01.11111,1966-11-09 14:14:36.4202685 +00:00,3/3/2000 9:38,3/3/2000 9:38
10/15/1992 19:16,8/7/1978,01:01:01.111111,1959-03-21 07:10:20.1984451 +00:00,10/15/1992 19:16,10/15/1992 19:16
5/22/1982 12:31,4/15/1965,01:01:01.1111111,1956-10-10 12:29:50.5188144 +00:00,5/22/1982 12:31,5/22/1982 12:31
5/21/1996 8:12,5/5/1962,01:04,1987-10-06 08:58:07.2608156 +00:00,5/21/1996 8:12,5/21/1996 8:12
2/14/1981 23:21,6/30/1966,01:01:04,2007-10-19 04:53:09.1163118 +00:00,2/14/1981 23:21,2/14/1981 23:21
10/12/2001 19:38,2/20/1981,01:01:01.1,1967-01-28 05:59:28.1778531 +00:00,10/12/2001 19:38,10/12/2001 19:38
9/10/1989 21:57,10/13/1963,01:01:01.11,1984-12-19 05:02:24.6714158 +00:00,9/10/1989 21:57,9/10/1989 21:57
8/6/1999 13:40,10/3/1995,01:01:01.111,1988-07-28 10:56:52.2012112 +00:00,8/6/1999 13:40,8/6/1999 13:40
10/19/1999 9:11,2/4/1967,01:01:01.1111,2000-03-28 10:44:41.7073258 +00:00,10/19/1999 9:11,10/19/1999 9:11
12/28/1992 23:36,6/20/1961,01:01:01.11111,1993-10-17 04:25:21.7975734 +00:00,12/28/1992 23:36,12/28/1992 23:36
3/31/1995 23:26,1/2/1981,01:01:01.111111,1981-08-18 06:55:57.1612832 +00:00,3/31/1995 23:26,3/31/1995 23:26
6/17/2003 18:19,10/28/1996,01:01:01.1111111,2005-03-21 15:43:16.1061220 +00:00,6/17/2003 18:19,6/17/2003 18:19
11/6/1991 5:31,5/9/2001,01:04,1998-09-11 17:45:58.6143300 +00:00,11/6/1991 5:31,11/6/1991 5:31
5/11/2005 15:39,5/1/1971,01:01:04,1973-01-28 16:01:13.8313169 +00:00,5/11/2005 15:39,5/11/2005 15:39
6/20/1991 10:33,3/30/1970,01:01:01.1,2001-10-24 14:26:41.5298742 +00:00,6/20/1991 10:33,6/20/1991 10:33
10/31/2002 8:50,5/6/1982,01:01:01.11,1962-04-15 03:18:13.0531393 +00:00,10/31/2002 8:50,10/31/2002 8:50
4/10/1996 3:16,7/17/1996,01:01:01.111,1961-05-24 12:49:03.4953010 +00:00,4/10/1996 3:16,4/10/1996 3:16
1/14/2001 15:27,6/28/1994,01:01:01.1111,1995-06-03 12:53:10.4950476 +00:00,1/14/2001 15:27,1/14/2001 15:27
7/23/1986 22:13,8/14/1976,01:01:01.11111,1986-12-09 17:42:20.4964222 +00:00,7/23/1986 22:13,7/23/1986 22:13
11/9/2005 20:18,3/23/1958,01:01:01.111111,1967-11-25 07:29:56.2683490 +00:00,11/9/2005 20:18,11/9/2005 20:18
5/13/1996 17:12,5/24/1985,01:01:01.1111111,1962-01-09 00:32:32.0454177 +00:00,5/13/1996 17:12,5/13/1996 17:12
10/7/2007 16:29,2/27/1989,01:04,2006-03-23 00:54:57.0736892 +00:00,10/7/2007 16:29,10/7/2007 16:29
6/16/1981 9:05,7/23/1982,01:01:04,1972-05-28 18:15:03.1511970 +00:00,6/16/1981 9:05,6/16/1981 9:05
5/21/1995 1:59,1/30/2006,01:01:01.1,2001-06-03 04:01:52.6698308 +00:00,5/21/1995 1:59,5/21/1995 1:59
6/27/1984 9:01,7/21/1996,01:01:01.11,1959-03-04 18:20:49.0729982 +00:00,6/27/1984 9:01,6/27/1984 9:01
1/17/2007 0:47,1/6/1978,01:01:01.111,1995-02-03 13:48:29.0687610 +00:00,1/17/2007 0:47,1/17/2007 0:47
5/29/1992 10:03,6/5/1990,01:01:01.1111,1996-03-07 11:45:52.5206092 +00:00,5/29/1992 10:03,5/29/1992 10:03
1/15/1992 11:46,4/28/1954,01:01:01.11111,1958-03-13 07:49:47.8020194 +00:00,1/15/1992 11:46,1/15/1992 11:46
11/8/2005 9:44,7/18/1973,01:01:01.111111,1994-03-07 20:09:38.8736726 +00:00,11/8/2005 9:44,11/8/2005 9:44
7/17/1981 8:44,2/23/1972,01:01:01.1111111,1955-05-21 04:56:47.0221104 +00:00,7/17/1981 8:44,7/17/1981 8:44
12/7/1997 21:00,1/1/1971,01:04,1971-10-13 06:25:27.5919262 +00:00,12/7/1997 21:00,12/7/1997 21:00
8/13/1988 15:40,10/1/1957,01:01:04,1964-08-11 11:39:39.8536705 +00:00,8/13/1988 15:40,8/13/1988 15:40
12/21/2007 5:11,2/3/1957,01:01:01.1,1992-02-04 02:27:26.5467092 +00:00,12/21/2007 5:11,12/21/2007 5:11
3/23/2004 16:32,10/7/1989,01:01:01.11,1996-08-14 13:45:31.8986094 +00:00,3/23/2004 16:32,3/23/2004 16:32
9/24/1992 3:48,4/16/1973,01:01:01.111,1968-01-20 06:59:30.5084665 +00:00,9/24/1992 3:48,9/24/1992 3:48
9/1/1998 8:57,6/26/1997,01:01:01.1111,1999-07-02 11:35:13.5017454 +00:00,9/1/1998 8:57,9/1/1998 8:57
8/23/1982 5:52,4/18/1991,01:01:01.11111,2002-08-19 01:08:27.2327632 +00:00,8/23/1982 5:52,8/23/1982 5:52
,8/27/1992,01:01:01.111111,1971-10-21 23:02:08.4032582 +00:00,,
10/16/2007 23:09,4/20/2003,01:01:01.1111111,1954-05-16 15:07:41.4391237 +00:00,10/16/2007 23:09,10/16/2007 23:09
4/15/1999 8:34,4/17/1961,01:04,1975-10-07 06:17:54.4362669 +00:00,4/15/1999 8:34,4/15/1999 8:34
6/10/1981 16:26,5/21/1978,01:01:04,1982-03-21 07:52:00.3771202 +00:00,6/10/1981 16:26,6/10/1981 16:26
9/14/2004 17:02,4/27/1999,01:01:01.1,2000-07-02 10:14:53.8456082 +00:00,9/14/2004 17:02,9/14/2004 17:02
8/14/1999 21:01,9/14/1995,01:01:01.11,1975-10-16 23:49:00.9310740 +00:00,8/14/1999 21:01,8/14/1999 21:01
6/12/1989 13:49,3/1/1999,01:01:01.111,1953-11-19 02:04:28.9602156 +00:00,6/12/1989 13:49,6/12/1989 13:49
11/4/2002 12:12,4/12/1974,01:01:01.1111,1980-11-02 14:35:59.8786868 +00:00,11/4/2002 12:12,11/4/2002 12:12
4/26/2006 6:13,8/9/1972,01:01:01.11111,1983-10-17 22:46:05.9164244 +00:00,4/26/2006 6:13,4/26/2006 6:13
7/13/1994 2:22,2/5/1988,01:01:01.111111,1994-12-27 07:25:02.1640096 +00:00,7/13/1994 2:22,7/13/1994 2:22
2/27/1985 14:42,1/29/1986,01:01:01.1111111,1959-07-13 12:14:30.4974916 +00:00,2/27/1985 14:42,2/27/1985 14:42
4/14/1994 6:33,12/2/1977,01:04,1969-08-20 21:30:53.1755003 +00:00,4/14/1994 6:33,4/14/1994 6:33
10/8/1990 17:58,9/27/1966,01:01:04,1971-04-20 19:20:24.8174350 +00:00,10/8/1990 17:58,10/8/1990 17:58
7/25/1990 4:54,8/6/1997,01:01:01.1,1960-09-12 02:03:10.8045743 +00:00,7/25/1990 4:54,7/25/1990 4:54
8/2/1994 1:02,9/30/1965,01:01:01.11,1995-10-22 16:58:52.1977946 +00:00,8/2/1994 1:02,8/2/1994 1:02
9/25/1990 23:40,2/16/1992,01:01:01.111,1969-01-20 19:26:33.8801689 +00:00,9/25/1990 23:40,9/25/1990 23:40
2/21/1988 15:37,8/29/1969,01:01:01.1111,1987-04-07 05:48:26.8965876 +00:00,2/21/1988 15:37,2/21/1988 15:37
4/19/2003 14:33,5/23/2005,01:01:01.11111,1987-04-20 06:43:42.2564378 +00:00,4/19/2003 14:33,4/19/2003 14:33
2/16/2002 20:46,6/18/1959,01:01:01.111111,,2/16/2002 20:46,2/16/2002 20:46
5/26/2000 17:09,1/15/2004,01:01:01.1111111,1968-08-18 13:19:39.3465793 +00:00,5/26/2000 17:09,5/26/2000 17:09
5/2/1991 10:10,3/17/1967,01:04,1994-10-22 12:55:17.0472482 +00:00,5/2/1991 10:10,5/2/1991 10:10
1/1/1995 10:32,10/14/1973,01:01:04,1963-05-09 08:27:57.8489836 +00:00,1/1/1995 10:32,1/1/1995 10:32
11/24/1991 23:10,6/24/1996,01:01:01.1,1981-08-04 14:37:18.1878174 +00:00,11/24/1991 23:10,11/24/1991 23:10
1/28/1982 22:34,9/17/1998,01:01:01.11,1965-09-15 15:04:40.0475507 +00:00,1/28/1982 22:34,1/28/1982 22:34
5/16/1989 9:34,6/17/1962,01:01:01.111,1978-11-21 18:13:35.6572438 +00:00,5/16/1989 9:34,5/16/1989 9:34
8/26/2005 10:12,3/19/1975,01:04,1979-10-09 21:12:36.8693964 +00:00,8/26/2005 10:12,8/26/2005 10:12
9/27/2001 3:57,12/12/2002,01:01:04,2002-05-22 14:47:13.3275386 +00:00,9/27/2001 3:57,9/27/2001 3:57
4/4/1998 0:27,6/19/1998,01:01:01.1,1997-11-09 05:47:54.6852152 +00:00,4/4/1998 0:27,4/4/1998 0:27
1/21/2003 2:36,4/4/1976,01:01:01.11,1975-01-05 21:59:54.2056473 +00:00,1/21/2003 2:36,1/21/2003 2:36
8/18/1986 7:45,9/25/1992,01:01:01.111,1970-01-07 19:16:17.3076127 +00:00,8/18/1986 7:45,8/18/1986 7:45
6/27/2003 13:09,8/2/1964,01:01:01.1111,1966-02-16 13:15:49.5594128 +00:00,6/27/2003 13:09,6/27/2003 13:09
8/14/1995 13:00,1/14/2006,01:01:01.11111,1955-01-29 04:00:26.7157204 +00:00,8/14/1995 13:00,8/14/1995 13:00
8/17/1992 11:51,10/3/1980,01:01:01.111111,1958-01-10 09:01:43.3228504 +00:00,8/17/1992 11:51,8/17/1992 11:51
10/18/2000 1:36,1/19/1999,01:01:01.1111111,1955-04-26 02:51:28.0281287 +00:00,10/18/2000 1:36,10/18/2000 1:36
3/10/2000 2:58,11/20/1956,01:04,1967-08-27 02:09:45.8203760 +00:00,3/10/2000 2:58,3/10/2000 2:58
6/24/1996 4:07,3/10/1999,01:01:04,1997-08-02 13:46:55.0920428 +00:00,6/24/1996 4:07,6/24/1996 4:07
10/2/1981 6:53,4/29/1968,01:01:01.1,1994-01-18 21:45:29.0559238 +00:00,10/2/1981 6:53,10/2/1981 6:53
2/12/1985 5:47,11/2/1987,01:01:01.11,1964-03-05 11:24:26.0601554 +00:00,2/12/1985 5:47,2/12/1985 5:47
2/25/1981 3:15,1/27/1994,01:01:01.111,1993-09-04 23:37:55.8912290 +00:00,2/25/1981 3:15,2/25/1981 3:15
9/28/2004 20:11,6/15/2001,01:01:01.1111,1969-07-08 14:17:38.1998096 +00:00,9/28/2004 20:11,9/28/2004 20:11
4/27/1998 2:40,5/25/1991,01:01:01.11111,1983-06-08 01:05:56.1426152 +00:00,4/27/1998 2:40,4/27/1998 2:40
8/11/1986 20:53,10/21/1984,01:01:01.111111,1971-07-11 16:10:34.1909814 +00:00,8/11/1986 20:53,8/11/1986 20:53
1/23/1997 19:47,12/13/1976,01:01:01.1111111,1973-08-01 13:25:52.7911441 +00:00,1/23/1997 19:47,1/23/1997 19:47
12/15/1997 6:40,12/1/1997,01:04,1983-05-17 19:34:43.1565738 +00:00,12/15/1997 6:40,12/15/1997 6:40
11/19/2001 10:04,5/7/1957,01:01:04,1953-02-08 06:23:26.9047513 +00:00,11/19/2001 10:04,11/19/2001 10:04
2/14/2006 3:31,5/27/1984,01:01:01.1,1989-08-26 23:31:22.0231176 +00:00,2/14/2006 3:31,2/14/2006 3:31
4/8/1981 17:47,10/22/1959,01:01:01.11,1996-07-22 10:18:54.6265192 +00:00,4/8/1981 17:47,4/8/1981 17:47
4/17/1995 4:49,7/20/1982,01:01:01.111,1975-11-19 00:49:14.0562376 +00:00,4/17/1995 4:49,4/17/1995 4:49
12/15/1994 7:43,4/4/1958,01:01:01.1111,2002-09-07 02:53:36.2175362 +00:00,12/15/1994 7:43,12/15/1994 7:43
3/14/1987 21:20,8/15/1973,01:01:01.11111,1983-12-21 13:26:35.3941318 +00:00,3/14/1987 21:20,3/14/1987 21:20
6/23/1980 0:02,6/8/1995,01:01:01.111111,2003-07-21 16:13:05.9735016 +00:00,6/23/1980 0:02,6/23/1980 0:02
9/2/1984 14:37,5/16/1992,01:01:01.1111111,1957-10-30 20:38:59.6501216 +00:00,9/2/1984 14:37,9/2/1984 14:37
2/4/1982 19:46,10/31/1966,01:04,1962-04-28 07:01:49.6421717 +00:00,2/4/1982 19:46,2/4/1982 19:46
4/29/2000 10:39,6/11/2001,01:01:04,2007-06-02 17:39:51.1618872 +00:00,4/29/2000 10:39,4/29/2000 10:39
5/2/1987 22:46,2/1/1977,01:01:01.1,1957-09-10 22:39:56.4544974 +00:00,5/2/1987 22:46,5/2/1987 22:46
8/21/1995 19:20,11/15/1971,01:01:01.11,1992-04-12 16:40:29.3837798 +00:00,8/21/1995 19:20,8/21/1995 19:20
11/22/1995 23:58,10/28/1959,01:01:01.111,1998-03-18 08:24:50.2154408 +00:00,11/22/1995 23:58,11/22/1995 23:58
3/17/1997 10:00,8/1/1970,01:01:01.1111,1996-08-30 00:03:01.3915730 +00:00,3/17/1997 10:00,3/17/1997 10:00
1/25/2000 6:52,12/4/1968,01:01:01.11111,2004-11-14 12:04:18.7790230 +00:00,1/25/2000 6:52,1/25/2000 6:52
1/19/2007 6:51,2/9/1977,01:01:01.111111,1955-06-13 10:39:23.5077237 +00:00,1/19/2007 6:51,1/19/2007 6:51
11/16/2005 17:04,10/3/2000,01:01:01.1111111,2006-02-09 19:27:40.5180694 +00:00,11/16/2005 17:04,11/16/2005 17:04
3/10/1999 13:22,9/12/1953,01:04,1985-12-06 18:01:06.2458588 +00:00,3/10/1999 13:22,3/10/1999 13:22
,1/7/2006,01:01:04,1986-11-13 04:04:34.7545684 +00:00,,
10/14/2007 9:36,11/15/1987,01:01:01.1,1963-10-27 19:19:42.5710740 +00:00,10/14/2007 9:36,10/14/2007 9:36
9/8/1999 22:27,7/5/1976,01:01:01.11,1970-09-01 09:30:16.3570116 +00:00,9/8/1999 22:27,9/8/1999 22:27
1/15/1999 13:13,1/15/1988,01:01:01.111,1992-11-29 03:24:35.4482894 +00:00,1/15/1999 13:13,1/15/1999 13:13
7/16/1997 1:43,2/28/2005,01:01:01.1111,1954-07-04 03:12:47.1746412 +00:00,7/16/1997 1:43,7/16/1997 1:43
8/27/1981 18:41,9/9/1975,01:01:01.11111,1967-04-28 18:39:25.1473716 +00:00,8/27/1981 18:41,8/27/1981 18:41
12/20/1997 16:22,9/17/1993,01:01:01.111111,1956-08-25 17:10:38.9970590 +00:00,12/20/1997 16:22,12/20/1997 16:22
5/16/1998 1:57,7/24/1974,01:01:01.1111111,1971-02-09 12:16:15.7125315 +00:00,5/16/1998 1:57,5/16/1998 1:57
2/6/2006 20:55,10/19/1976,01:04,1954-10-04 19:13:23.1418705 +00:00,2/6/2006 20:55,2/6/2006 20:55
12/24/1988 16:47,10/27/1989,01:01:04,1957-11-18 08:02:07.8200135 +00:00,12/24/1988 16:47,12/24/1988 16:47
1/9/1983 9:50,4/27/1964,01:01:01.1,2001-08-01 06:10:31.0053586 +00:00,1/9/1983 9:50,1/9/1983 9:50
2/22/2002 11:18,1/2/1966,01:01:01.11,1970-10-13 16:26:04.0566282 +00:00,2/22/2002 11:18,2/22/2002 11:18
5/20/2005 0:35,8/24/1965,01:01:01.111,1993-03-12 12:13:43.2039642 +00:00,5/20/2005 0:35,5/20/2005 0:35
1/30/1982 14:29,5/27/1990,01:01:01.1111,1976-04-13 20:44:42.8562667 +00:00,1/30/1982 14:29,1/30/1982 14:29
9/20/1984 13:17,11/1/2004,01:01:01.11111,,9/20/1984 13:17,9/20/1984 13:17
12/7/2005 14:46,7/24/2006,01:01:01.111111,1997-10-06 19:02:05.0578394 +00:00,12/7/2005 14:46,12/7/2005 14:46
12/9/2001 16:31,5/13/1994,01:01:01.1111111,2006-03-19 19:02:35.0312436 +00:00,12/9/2001 16:31,12/9/2001 16:31
3/10/1988 12:30,1/21/1986,01:04,1965-08-08 08:41:13.1427994 +00:00,3/10/1988 12:30,3/10/1988 12:30
4/1/1991 6:04,5/28/1968,01:01:04,1997-03-26 18:42:13.6341262 +00:00,4/1/1991 6:04,4/1/1991 6:04
5/19/2004 16:24,,01:01:01.1,1991-03-19 10:53:42.2428774 +00:00,5/19/2004 16:24,5/19/2004 16:24
6/12/1986 23:08,5/25/1973,01:01:01.11,1979-07-05 13:57:59.2713012 +00:00,6/12/1986 23:08,6/12/1986 23:08
4/20/1983 16:43,3/18/1993,01:01:01.111,2003-03-04 02:54:18.4676792 +00:00,4/20/1983 16:43,4/20/1983 16:43
11/9/1995 5:16,8/21/1955,01:01:01.1111,1999-01-15 08:33:18.8115156 +00:00,11/9/1995 5:16,11/9/1995 5:16
2/25/1986 7:43,4/19/2005,01:01:01.11111,1974-06-19 03:03:11.3341112 +00:00,2/25/1986 7:43,2/25/1986 7:43
10/24/1998 22:31,3/18/1980,01:01:01.111111,1961-04-19 16:36:49.9092911 +00:00,10/24/1998 22:31,10/24/1998 22:31
7/9/1993 17:14,3/17/1992,01:01:01.1111111,2000-10-01 20:58:37.0735488 +00:00,7/9/1993 17:14,7/9/1993 17:14
4/19/2000 1:13,4/24/1987,01:04,1958-08-09 15:21:52.1609632 +00:00,4/19/2000 1:13,4/19/2000 1:13
6/18/1993 2:50,12/18/1974,01:01:04,2005-08-14 04:11:31.5736312 +00:00,6/18/1993 2:50,6/18/1993 2:50
7/20/1984 7:38,1/5/1993,01:01:01.1,1983-05-15 09:29:16.4365964 +00:00,7/20/1984 7:38,7/20/1984 7:38
8/2/1980 4:08,5/13/1992,01:01:01.11,2007-05-17 05:22:04.8766022 +00:00,8/2/1980 4:08,8/2/1980 4:08
7/16/1992 20:54,9/29/2005,01:01:01.111,2005-05-20 21:42:27.6643508 +00:00,7/16/1992 20:54,7/16/1992 20:54
1/17/1993 22:56,11/29/1971,01:01:01.1111,1967-04-20 23:20:07.2811324 +00:00,1/17/1993 22:56,1/17/1993 22:56
2/5/1982 20:24,12/18/1969,01:01:01.11111,1991-03-26 12:58:32.3835050 +00:00,2/5/1982 20:24,2/5/1982 20:24
11/12/2006 3:08,9/12/1953,01:01:01.111111,1971-05-28 18:49:57.6817402 +00:00,11/12/2006 3:08,11/12/2006 3:08
2/16/2007 13:18,9/12/1990,01:01:01.1111111,2005-07-01 07:04:49.8967564 +00:00,2/16/2007 13:18,2/16/2007 13:18
10/28/1986 11:17,10/14/1986,01:05,1992-08-27 12:05:59.4364130 +00:00,10/28/1986 11:17,10/28/1986 11:17
5/16/2005 21:21,1/29/1997,01:01:05,1962-10-06 18:06:10.2200701 +00:00,5/16/2005 21:21,5/16/2005 21:21
11/29/2006 17:27,5/30/1974,01:01:01.1,1965-09-16 10:04:26.7995622 +00:00,11/29/2006 17:27,11/29/2006 17:27
5/6/1984 8:21,4/23/1977,01:01:01.11,1968-03-11 02:58:51.4564621 +00:00,5/6/1984 8:21,5/6/1984 8:21
6/19/2004 8:49,3/30/1987,01:01:01.111,1988-02-24 20:18:34.8484764 +00:00,6/19/2004 8:49,6/19/2004 8:49
4/19/1991 1:26,2/13/1992,01:01:01.1111,1982-03-27 15:39:29.4791474 +00:00,4/19/1991 1:26,4/19/1991 1:26
12/1/2004 2:52,11/1/1996,01:01:01.11111,1972-03-26 07:38:35.0591785 +00:00,12/1/2004 2:52,12/1/2004 2:52
11/6/1996 10:48,9/11/1991,01:01:01.111111,1984-07-29 14:37:20.5050046 +00:00,11/6/1996 10:48,11/6/1996 10:48
3/20/2006 4:34,10/27/2004,01:01:01.1111111,1982-03-19 18:13:12.2522612 +00:00,3/20/2006 4:34,3/20/2006 4:34
6/13/2005 14:12,8/13/1958,01:05,1998-09-03 08:10:58.1534880 +00:00,6/13/2005 14:12,6/13/2005 14:12
7/11/1990 3:20,1/20/1981,01:01:05,1964-03-30 14:28:28.6447630 +00:00,7/11/1990 3:20,7/11/1990 3:20
9/16/1984 19:12,10/29/1953,01:01:01.1,1999-07-15 14:35:45.5855436 +00:00,9/16/1984 19:12,9/16/1984 19:12
3/30/1998 20:10,10/19/1988,01:01:01.11,1967-03-24 05:26:07.9579229 +00:00,3/30/1998 20:10,3/30/1998 20:10
8/12/1982 9:28,9/8/1994,01:01:01.111,1989-05-29 01:55:13.5982308 +00:00,8/12/1982 9:28,8/12/1982 9:28
9/13/1997 4:35,1/13/1975,01:01:01.1111,2002-07-06 21:38:24.3259402 +00:00,9/13/1997 4:35,9/13/1997 4:35
12/13/2001 7:28,4/6/1961,01:01:01.11111,1999-12-29 13:22:15.1841972 +00:00,12/13/2001 7:28,12/13/2001 7:28
1/6/1989 21:29,3/20/1984,01:01:01.111111,1984-01-23 15:21:48.2487736 +00:00,1/6/1989 21:29,1/6/1989 21:29
10/26/1988 0:47,11/14/1990,01:01:01.1111111,1960-08-21 17:22:05.1448967 +00:00,10/26/1988 0:47,10/26/1988 0:47
9/1/1982 14:27,9/14/1961,01:05,1972-03-25 23:45:41.2648465 +00:00,9/1/1982 14:27,9/1/1982 14:27
6/6/1999 17:56,5/11/1980,01:01:05,1979-08-09 05:29:41.2467682 +00:00,6/6/1999 17:56,6/6/1999 17:56
11/20/1995 20:38,6/26/1968,01:01:01.1,1990-10-04 15:06:47.7781798 +00:00,11/20/1995 20:38,11/20/1995 20:38
12/6/1991 4:20,5/20/2003,01:01:01.11,1995-10-28 19:31:15.9430528 +00:00,12/6/1991 4:20,12/6/1991 4:20
7/14/1993 14:43,7/28/1990,01:01:01.111,1997-05-09 16:16:31.2369628 +00:00,7/14/1993 14:43,7/14/1993 14:43
3/23/1980 14:42,4/18/2004,01:01:01.1111,1962-05-15 16:53:26.4477205 +00:00,3/23/1980 14:42,3/23/1980 14:42
1/7/1984 8:29,10/30/2003,01:01:01.11111,2000-02-27 06:25:58.3747406 +00:00,1/7/1984 8:29,1/7/1984 8:29
5/9/1989 17:29,11/7/1970,01:01:01.111111,2003-11-24 11:50:55.0136778 +00:00,5/9/1989 17:29,5/9/1989 17:29
7/4/1984 13:32,9/22/1953,01:01:01.1111111,1969-09-13 14:27:53.5737402 +00:00,7/4/1984 13:32,7/4/1984 13:32
10/26/1993 18:19,9/12/1953,01:05,1981-04-12 07:41:22.5604626 +00:00,10/26/1993 18:19,10/26/1993 18:19
7/7/2005 16:46,3/12/1990,01:01:05,1971-09-25 06:54:10.8359295 +00:00,7/7/2005 16:46,7/7/2005 16:46
6/8/2004 19:54,1/20/1979,01:01:01.1,1957-05-15 21:30:55.4775196 +00:00,6/8/2004 19:54,6/8/2004 19:54
12/21/1997 10:55,11/29/1970,01:01:01.11,1998-07-30 08:42:00.5388810 +00:00,12/21/1997 10:55,12/21/1997 10:55
1/17/2000 14:53,5/10/2002,01:01:01.111,1963-05-09 17:11:58.6218535 +00:00,1/17/2000 14:53,1/17/2000 14:53
7/7/2006 21:28,4/23/1965,01:01:01.1111,,7/7/2006 21:28,7/7/2006 21:28
12/14/1982 1:11,12/12/1982,01:01:01.11111,2007-05-17 21:36:06.3748880 +00:00,12/14/1982 1:11,12/14/1982 1:11
11/23/2005 2:01,8/14/1956,01:01:01.111111,1995-09-11 05:08:53.3072078 +00:00,11/23/2005 2:01,11/23/2005 2:01
,10/4/1960,01:01:01.1111111,1991-08-17 08:38:43.4198536 +00:00,,
7/23/1980 17:25,2/25/1985,01:05,1988-01-02 00:55:54.8377692 +00:00,7/23/1980 17:25,7/23/1980 17:25
1/9/2003 23:05,1/21/1970,01:01:05,1993-07-04 08:58:08.2316814 +00:00,1/9/2003 23:05,1/9/2003 23:05
11/5/1983 4:09,10/24/2006,01:01:01.1,2005-05-29 05:42:21.6863372 +00:00,11/5/1983 4:09,11/5/1983 4:09
10/11/1994 21:15,4/14/1984,01:01:01.11,1962-01-31 22:23:38.7856498 +00:00,10/11/1994 21:15,10/11/1994 21:15
1/31/1993 14:58,7/23/1984,01:01:01.111,1961-12-23 19:14:12.7637297 +00:00,1/31/1993 14:58,1/31/1993 14:58
7/11/1989 20:16,7/9/1954,01:01:01.1111,1960-04-11 06:19:24.2121227 +00:00,7/11/1989 20:16,7/11/1989 20:16
6/13/1994 5:56,10/25/1958,01:01:01.11111,1971-08-06 12:16:57.9626745 +00:00,6/13/1994 5:56,6/13/1994 5:56
8/21/1997 0:43,9/8/1999,01:01:01.111111,1969-10-29 14:20:06.5592544 +00:00,8/21/1997 0:43,8/21/1997 0:43
